province,zone,epiweek,disease,fyo,cas,dec
Haut-Uele,Boma Mangbetu,2017-14,FIEVRE JAUNE,u,77,0
Haut-Uele,Gombari,2017-10,TNN,u,84,0
Haut-Uele,Makoro,2017-06,FIEVRE JAUNE,u,36,0
Haut-Uele,Faradje,2017-51,FIEVRE JAUNE,u,12,2
Haut-Uele,Watsa,2017-50,FIEVRE HEMORRAGIQUE EBOLA,u,180,0
Haut-Uele,Watsa,2017-10,FIEVRE JAUNE,u,20,0
Haut-Uele,Aba,2017-12,FIEVRE JAUNE,u,38,0
Haut-Uele,Watsa,2017-52,FIEVRE HEMORRAGIQUE EBOLA,u,12,0
Haut-Uele,Doruma,2017-07,RAGE,u,12,0
Haut-Uele,Faradje,2017-29,PALUDISME,u,24,0
Haut-Uele,Aba,2017-36,ROUGEOLE,u,180,0
Haut-Uele,Isiro,2018-11,PALUDISME,u,4,0
Haut-Uele,Wamba,2016-44,ROUGEOLE,u,64,3
Haut-Uele,Pawa,2017-21,FIEVRE HEMORRAGIQUE EBOLA,u,78,1
Haut-Uele,Aba,2017-32,TNN,u,16,0
Haut-Uele,Niangara,2018-12,RAGE,u,340,0
Haut-Uele,Dungu,2016-20,MENINGITE,u,90,0
Haut-Uele,Wamba,2016-40,PALUDISME,u,60,4
Haut-Uele,Makoro,2018-11,PESTE,u,171,0
Haut-Uele,Faradje,2018-02,FIEVRE HEMORRAGIQUE EBOLA,u,72,0
Haut-Uele,Rungu,2016-34,PFA,u,44,0
Haut-Uele,Isiro,2017-08,PFA,u,36,0
Haut-Uele,Doruma,2018-03,FIEVRE TYPHOIDE,u,160,0
Haut-Uele,Pawa,2017-35,MENINGITE,u,0,0
Haut-Uele,Rungu,2018-12,CHOLERA,u,0,0
Haut-Uele,Wamba,2017-36,FIEVRE JAUNE,u,80,4
Haut-Uele,Rungu,2017-23,DECES MATERNEL,u,24,0
Haut-Uele,Rungu,2017-21,MENINGITE,u,100,2
Haut-Uele,Boma Mangbetu,2017-07,CHOLERA,u,100,1
Haut-Uele,Faradje,2018-04,ROUGEOLE,u,6,0
Haut-Uele,Faradje,2016-48,DIARR SANGLANTE,u,48,0
Haut-Uele,Isiro,2017-33,PESTE,u,0,0
Haut-Uele,Doruma,2016-35,IRA,u,170,0
Haut-Uele,Rungu,2016-51,PALUDISME,u,280,0
Haut-Uele,Pawa,2017-38,ROUGEOLE,u,36,0
Haut-Uele,Dungu,2017-46,IRA,u,5,0
Haut-Uele,Makoro,2017-33,PESTE,u,180,0
Haut-Uele,Watsa,2017-04,PALUDISME,u,36,6
Haut-Uele,Boma Mangbetu,2016-47,PALUDISME,u,44,0
Haut-Uele,Isiro,2018-04,PESTE,u,132,0
Haut-Uele,Gombari,2016-25,FIEVRE JAUNE,u,14,0
Haut-Uele,Niangara,2016-36,RAGE,u,30,0
Haut-Uele,Watsa,2017-03,DECES MATERNEL,u,35,0
Haut-Uele,Rungu,2017-21,PFA,u,120,0
Haut-Uele,Faradje,2017-07,FIEVRE TYPHOIDE,u,52,0
Haut-Uele,Wamba,2016-48,RAGE,u,182,0
Haut-Uele,Isiro,2017-47,RAGE,u,48,0
Haut-Uele,Pawa,2018-11,DIARR SANGLANTE,u,80,0
Haut-Uele,Isiro,2016-43,PALUDISME,u,24,0
Haut-Uele,Pawa,2018-10,COQUELUCHE,u,0,0
Haut-Uele,Gombari,2016-48,TNN,u,400,0
Haut-Uele,Niangara,2017-46,ROUGEOLE,u,160,1
Haut-Uele,Isiro,2016-38,ROUGEOLE,u,140,0
Haut-Uele,Faradje,2018-16,ROUGEOLE,u,91,0
Haut-Uele,Isiro,2017-50,PESTE,u,210,0
Haut-Uele,Wamba,2016-32,IRA,u,36,0
Haut-Uele,Rungu,2016-40,FIEVRE HEMORRAGIQUE EBOLA,u,80,0
Haut-Uele,Niangara,2017-42,FIEVRE HEMORRAGIQUE EBOLA,u,36,0
Haut-Uele,Pawa,2016-46,RAGE,u,39,0
Haut-Uele,Aba,2016-38,COQUELUCHE,u,102,0
Haut-Uele,Faradje,2016-46,MENINGITE,u,90,0
Haut-Uele,Dungu,2017-38,COQUELUCHE,u,80,0
Haut-Uele,Isiro,2017-03,IRA,u,104,0
Haut-Uele,Isiro,2017-25,CHOLERA,u,60,0
Haut-Uele,Watsa,2018-13,IRA,u,170,0
Haut-Uele,Boma Mangbetu,2017-14,COQUELUCHE,u,48,0
Haut-Uele,Wamba,2016-47,ROUGEOLE,u,130,0
Haut-Uele,Makoro,2018-01,TNN,u,2,0
Haut-Uele,Dungu,2017-41,PALUDISME,u,90,0
Haut-Uele,Niangara,2016-36,DIARR SANGLANTE,u,162,0
Haut-Uele,Boma Mangbetu,2016-21,PESTE,u,72,0
Haut-Uele,Watsa,2018-13,FIEVRE HEMORRAGIQUE EBOLA,u,99,0
Haut-Uele,Makoro,2017-16,COQUELUCHE,u,63,0
Haut-Uele,Dungu,2018-16,IRA,u,224,0
Bas-Uele,Monga,2017-49,FIEVRE HEMORRAGIQUE EBOLA,u,120,0
Bas-Uele,Bili,2018-20,PESTE,u,4,0
Bas-Uele,Ango,2016-51,CHOLERA,u,256,0
Bas-Uele,Bondo,2016-50,DECES MATERNEL,u,24,0
Bas-Uele,Ganga Dingila,2017-10,FIEVRE HEMORRAGIQUE EBOLA,u,12,6
Bas-Uele,Bili,2017-46,RAGE,u,36,0
Bas-Uele,Poko,2017-05,CHOLERA,u,240,0
Bas-Uele,Bili,2017-01,COQUELUCHE,u,100,4
Bas-Uele,Monga,2016-29,FIEVRE HEMORRAGIQUE EBOLA,u,28,2
Bas-Uele,Buta,2017-20,PALUDISME,u,54,2
Bas-Uele,Ango,2017-19,TNN,u,66,0
Bas-Uele,Viadana,2016-26,PALUDISME,u,140,0
Bas-Uele,Titule,2017-29,FIEVRE JAUNE,u,104,0
Bas-Uele,Ganga Dingila,2016-30,DIARR SANGLANTE,u,54,0
Bas-Uele,Aketi,2016-51,PESTE,u,2,0
Bas-Uele,Aketi,2016-34,FIEVRE HEMORRAGIQUE EBOLA,u,180,0
Bas-Uele,Ango,2016-25,FIEVRE HEMORRAGIQUE EBOLA,u,300,0
Bas-Uele,Likati,2016-34,MENINGITE,u,300,6
Bas-Uele,Likati,2017-16,PALUDISME,u,27,0
Bas-Uele,Titule,2016-40,FIEVRE JAUNE,u,54,0
Bas-Uele,Bondo,2017-43,TNN,u,18,0
Bas-Uele,Bondo,2018-03,CHOLERA,u,288,0
Bas-Uele,Bili,2017-32,TNN,u,0,0
Bas-Uele,Buta,2017-29,FIEVRE TYPHOIDE,u,48,0
Bas-Uele,Likati,2016-51,COQUELUCHE,u,120,0
Bas-Uele,Viadana,2018-12,PESTE,u,52,0
Bas-Uele,Buta,2017-33,MENINGITE,u,108,0
Bas-Uele,Bondo,2017-11,CHOLERA,u,13,0
Bas-Uele,Likati,2017-08,FIEVRE HEMORRAGIQUE EBOLA,u,14,0
Bas-Uele,Likati,2017-47,DIARR SANGLANTE,u,18,0
Bas-Uele,Bondo,2018-04,RAGE,u,40,0
Bas-Uele,Poko,2018-18,FIEVRE JAUNE,u,170,0
Bas-Uele,Likati,2016-46,FIEVRE JAUNE,u,45,0
Bas-Uele,Titule,2016-32,PESTE,u,96,0
Bas-Uele,Bondo,2017-42,FIEVRE TYPHOIDE,u,48,0
Bas-Uele,Buta,2016-51,PALUDISME,u,288,6
Bas-Uele,Likati,2017-46,MENINGITE,u,25,0
Bas-Uele,Ganga Dingila,2017-01,RAGE,u,3,0
Bas-Uele,Viadana,2018-19,ROUGEOLE,u,18,0
Bas-Uele,Bondo,2018-01,ROUGEOLE,u,20,0
Bas-Uele,Viadana,2018-20,DIARR SANGLANTE,u,0,0
Bas-Uele,Titule,2017-41,RAGE,u,54,0
Bas-Uele,Buta,2018-18,COQUELUCHE,u,84,0
Bas-Uele,Likati,2017-49,RAGE,u,55,0
Bas-Uele,Viadana,2016-38,CHOLERA,u,200,0
Bas-Uele,Aketi,2018-13,FIEVRE JAUNE,u,9,0
Bas-Uele,Bondo,2017-20,IRA,u,72,0
Bas-Uele,Titule,2017-05,CHOLERA,u,126,3
Bas-Uele,Poko,2018-17,ROUGEOLE,u,32,0
Bas-Uele,Poko,2016-21,IRA,u,18,0
Bas-Uele,Ganga Dingila,2018-08,DIARR SANGLANTE,u,14,0
Bas-Uele,Titule,2017-44,ROUGEOLE,u,96,0
Bas-Uele,Poko,2016-37,ROUGEOLE,u,196,0
Bas-Uele,Monga,2016-50,PFA,u,140,0
Bas-Uele,Likati,2017-34,FIEVRE TYPHOIDE,u,81,0
Bas-Uele,Ango,2017-06,TNN,u,108,1
Bas-Uele,Likati,2017-43,DIARR SANGLANTE,u,55,0
Bas-Uele,Poko,2018-19,COQUELUCHE,u,7,0
Bas-Uele,Poko,2018-17,PFA,u,128,0
Bas-Uele,Buta,2016-26,MENINGITE,u,10,0
Bas-Uele,Viadana,2017-01,PFA,u,72,0
Bas-Uele,Viadana,2018-03,ROUGEOLE,u,56,0
Bas-Uele,Buta,2016-39,CHOLERA,u,120,0
Bas-Uele,Ganga Dingila,2017-05,FIEVRE JAUNE,u,54,0
Bas-Uele,Bili,2017-26,IRA,u,270,0
Bas-Uele,Monga,2017-20,FIEVRE JAUNE,u,112,0
Bas-Uele,Viadana,2017-47,PFA,u,198,0
Bas-Uele,Ango,2016-39,FIEVRE HEMORRAGIQUE EBOLA,u,40,0
Bas-Uele,Bili,2017-42,FIEVRE JAUNE,u,198,0
Bas-Uele,Ango,2017-35,RAGE,u,200,0
Bas-Uele,Monga,2018-13,ROUGEOLE,u,120,0
Bas-Uele,Titule,2018-12,RAGE,u,180,0
Bas-Uele,Bondo,2017-16,FIEVRE TYPHOIDE,u,10,0
Bas-Uele,Bondo,2017-37,DECES MATERNEL,u,18,0
Bas-Uele,Buta,2016-30,COQUELUCHE,u,100,0
Bas-Uele,Ango,2017-23,PESTE,u,32,0
Bas-Uele,Bili,2017-04,FIEVRE HEMORRAGIQUE EBOLA,u,0,0
Bas-Uele,Bili,2017-17,PALUDISME,u,0,0
Ituri,Nyarambe,2017-23,MENINGITE,o,105,0
Ituri,Tchomia,2018-13,TNN,o,12,0
Ituri,Kambala,2017-43,FIEVRE HEMORRAGIQUE EBOLA,o,90,0
ITURI,linga,2018-01,RAGE,o,100,0
Ituri,Rimba,2018-07,FIEVRE JAUNE,o,112,0
Ituri,Angumu,2017-39,FIEVRE JAUNE,o,48,0
Ituri,Lolwa,2016-48,IRA,o,135,0
Ituri,Rimba,2018-18,RAGE,o,80,0
Ituri,Ariwara,2018-18,COQUELUCHE,o,18,2
Ituri,Tchomia,2018-04,FIEVRE JAUNE,o,306,0
Ituri,Angumu,2017-08,IRA,o,20,0
Ituri,Laybo,2017-23,PESTE,o,200,0
Ituri,Boga,2017-21,FIEVRE JAUNE,o,40,0
Ituri,Nyankunde,2016-34,COQUELUCHE,o,114,0
Ituri,Lolwa,2016-42,FIEVRE HEMORRAGIQUE EBOLA,o,288,0
Ituri,Logo,2017-39,MENINGITE,o,120,2
Ituri,Kambala,2017-42,FIEVRE TYPHOIDE,o,27,0
Ituri,Rwampara,2018-09,DECES MATERNEL,o,128,0
Ituri,Mandima,2017-13,DIARR SANGLANTE,o,112,0
Ituri,Tchomia,2017-42,IRA,o,126,0
Ituri,Tchomia,2017-08,DIARR SANGLANTE,o,102,2
Ituri,Rethy,2018-10,FIEVRE HEMORRAGIQUE EBOLA,o,300,0
Ituri,Laybo,2018-14,PESTE,o,18,0
Ituri,Fataki,2016-51,PALUDISME,o,32,6
Ituri,Bunia,2016-25,COQUELUCHE,o,96,0
Ituri,Kilo,2018-07,DECES MATERNEL,o,160,0
Ituri,Rethy,2017-38,COQUELUCHE,o,84,0
Ituri,Aru,2018-12,FIEVRE TYPHOIDE,o,0,0
Ituri,Lita,2016-44,TNN,o,99,0
Ituri,Aungba,2018-06,DIARR SANGLANTE,o,0,0
Ituri,Tchomia,2018-10,IRA,o,21,0
Ituri,Nia-Nia,2017-27,FIEVRE TYPHOIDE,o,130,1
Ituri,Kilo,2016-28,DIARR SANGLANTE,o,0,0
Ituri,Mahagi,2017-47,TNN,o,4,0
Ituri,Mambasa,2017-13,TNN,o,30,0
Ituri,Bambu-Mines,2017-51,DIARR SANGLANTE,o,102,0
Ituri,Nizi,2017-43,DIARR SANGLANTE,o,204,0
Ituri,Kambala,2016-42,TNN,o,104,3
Ituri,Jiba,2016-20,FIEVRE TYPHOIDE,o,108,0
Ituri,Rethy,2016-42,COQUELUCHE,o,0,0
Ituri,Mongbwalu,2016-41,DECES MATERNEL,o,8,0
Ituri,Mangala,2016-46,PESTE,o,78,0
Ituri,Angumu,2017-12,COQUELUCHE,o,18,0
Ituri,Mahagi,2018-02,IRA,o,128,0
Ituri,Rwampara,2017-16,ROUGEOLE,o,400,0
Ituri,Mongbwalu,2017-01,PESTE,o,324,2
Ituri,Aru,2016-51,FIEVRE TYPHOIDE,o,8,0
Ituri,Komanda,2018-09,PFA,o,20,0
Ituri,Lolwa,2017-39,RAGE,o,12,2
Ituri,Mandima,2017-27,COQUELUCHE,o,48,0
Ituri,Nyarambe,2017-44,ROUGEOLE,o,133,2
Ituri,Bunia,2017-52,COQUELUCHE,o,8,0
Ituri,Laybo,2017-14,FIEVRE HEMORRAGIQUE EBOLA,o,28,0
Ituri,Nia-Nia,2018-01,TNN,o,45,0
Ituri,Drodro,2018-08,COQUELUCHE,o,66,0
Ituri,Damas,2017-07,MENINGITE,o,20,0
Ituri,Nyankunde,2017-23,CHOLERA,o,84,0
Ituri,Angumu,2017-17,RAGE,o,38,0
Ituri,Aru,2017-33,FIEVRE JAUNE,o,60,0
Ituri,Ariwara,2017-02,COQUELUCHE,o,26,0
Ituri,Ariwara,2016-22,CHOLERA,o,272,0
Ituri,Aru,2017-30,COQUELUCHE,o,84,0
Ituri,Mandima,2017-05,ROUGEOLE,o,90,0
Ituri,Mangala,2018-09,DIARR SANGLANTE,o,28,0
Ituri,Boga,2016-21,MENINGITE,o,96,0
Ituri,Ariwara,2017-42,PALUDISME,o,21,0
Ituri,Logo,2016-43,COQUELUCHE,o,100,0
Ituri,Bambu-Mines,2017-52,IRA,o,14,0
Ituri,Komanda,2017-49,FIEVRE JAUNE,o,34,0
Ituri,Mahagi,2018-04,TNN,o,24,0
Ituri,Nyarambe,2017-27,PALUDISME,o,220,0
Ituri,Kilo,2017-36,FIEVRE JAUNE,o,216,0
Ituri,Aru,2017-40,FIEVRE HEMORRAGIQUE EBOLA,o,80,0
Ituri,Lita,2017-52,CHOLERA,o,156,0
Ituri,Adi,2016-39,COQUELUCHE,o,72,3
Ituri,Biringi,2017-37,MENINGITE,o,104,6
Ituri,Komanda,2018-03,FIEVRE HEMORRAGIQUE EBOLA,o,198,4
Ituri,Adi,2017-18,RAGE,o,4,0
Ituri,Jiba,2017-32,PFA,o,196,0
Ituri,Boga,2016-24,IRA,o,0,0
Ituri,Lita,2016-46,DIARR SANGLANTE,o,306,3
Ituri,Bunia,2016-48,IRA,o,21,0
Ituri,Lolwa,2016-40,FIEVRE HEMORRAGIQUE EBOLA,o,0,0
Ituri,Boga,2016-32,COQUELUCHE,o,12,0
Ituri,Rethy,2018-13,ROUGEOLE,o,24,0
Ituri,Kambala,2016-26,DIARR SANGLANTE,o,100,0
Ituri,Rethy,2017-20,CHOLERA,o,22,0
Ituri,Lolwa,2018-19,PALUDISME,o,50,0
Ituri,Mangala,2017-36,MENINGITE,o,30,0
Ituri,Laybo,2017-26,FIEVRE HEMORRAGIQUE EBOLA,o,42,0
Ituri,Damas,2017-08,TNN,o,144,0
Ituri,Mandima,2017-45,ROUGEOLE,o,216,1
Ituri,Kambala,2016-36,RAGE,o,24,0
Ituri,Fataki,2017-46,PESTE,o,48,0
Ituri,Lolwa,2017-24,RAGE,o,128,6
Ituri,Lita,2017-46,PALUDISME,o,380,0
Ituri,Kilo,2018-07,ROUGEOLE,o,80,2
Ituri,Ariwara,2018-11,CHOLERA,o,256,0
Ituri,Rwampara,2016-45,PALUDISME,o,18,0
Ituri,Boga,2017-24,PESTE,o,20,0
Ituri,Bambu-Mines,2017-40,DIARR SANGLANTE,o,14,0
Ituri,Laybo,2017-42,FIEVRE HEMORRAGIQUE EBOLA,o,160,0
Ituri,Bambu-Mines,2017-04,FIEVRE TYPHOIDE,o,95,0
Ituri,Fataki,2017-22,COQUELUCHE,o,90,0
Ituri,Komanda,2018-20,FIEVRE HEMORRAGIQUE EBOLA,o,84,0
Ituri,Ariwara,2017-22,DIARR SANGLANTE,o,4,0
Ituri,Rwampara,2016-22,DECES MATERNEL,o,96,0
Ituri,Bunia,2018-04,FIEVRE JAUNE,o,78,0
Ituri,Ariwara,2016-31,FIEVRE JAUNE,o,24,0
Ituri,Drodro,2018-19,FIEVRE JAUNE,o,24,0
Ituri,Damas,2016-45,DIARR SANGLANTE,o,63,0
Ituri,Mahagi,2018-11,TNN,o,3,0
Ituri,Adja,2018-02,FIEVRE JAUNE,o,32,0
Ituri,Fataki,2017-40,FIEVRE HEMORRAGIQUE EBOLA,o,21,0
Ituri,Adi,2017-20,COQUELUCHE,o,72,0
Ituri,Logo,2017-04,PFA,o,4,0
Ituri,Komanda,2017-03,FIEVRE JAUNE,o,24,0
Ituri,Tchomia,2018-18,DIARR SANGLANTE,o,28,0
Ituri,Mambasa,2017-28,CHOLERA,o,15,0
Ituri,Ariwara,2018-10,TNN,o,300,0
Ituri,Adja,2016-20,TNN,o,56,6
Ituri,Nizi,2017-51,TNN,o,56,0
Ituri,Mandima,2016-29,MENINGITE,o,266,0
Ituri,Mangala,2017-20,CHOLERA,o,108,0
Ituri,Mambasa,2017-21,IRA,o,12,0
Ituri,Linga,2017-41,PFA,o,60,0
Ituri,Bambu-Mines,2017-42,PALUDISME,o,36,0
Ituri,Drodro,2018-19,PALUDISME,o,40,0
Ituri,Nia-Nia,2017-36,DECES MATERNEL,o,68,0
Ituri,Mahagi,2017-06,DIARR SANGLANTE,o,10,0
Ituri,Rwampara,2018-02,PFA,o,5,0
Ituri,Linga,2017-41,IRA,o,84,0
Ituri,Tchomia,2016-42,MENINGITE,o,340,0
Ituri,Ariwara,2017-06,TNN,o,30,0
Ituri,Nizi,2017-32,ROUGEOLE,o,280,0
Ituri,Mongbwalu,2017-51,FIEVRE TYPHOIDE,o,17,0
Ituri,Adja,2017-08,PESTE,o,102,1
Ituri,Lita,2018-16,FIEVRE TYPHOIDE,o,100,0
Ituri,Mahagi,2017-04,RAGE,o,0,0
Ituri,Bambu-Mines,2016-27,PALUDISME,o,200,0
Ituri,Lolwa,2017-13,FIEVRE TYPHOIDE,o,0,6
Ituri,Tchomia,2017-29,MENINGITE,o,20,0
Ituri,Ariwara,2017-28,DECES MATERNEL,o,42,0
Ituri,Mangala,2016-23,IRA,o,100,0
Ituri,Mambasa,2016-47,RAGE,o,48,0
Ituri,Boga,2017-44,RAGE,o,140,4
Ituri,Adi,2017-12,MENINGITE,o,224,0
Ituri,Fataki,2017-37,DIARR SANGLANTE,o,154,0
Ituri,Nia-Nia,2016-38,ROUGEOLE,o,60,0
Ituri,Drodro,2016-34,ROUGEOLE,o,144,0
Ituri,Jiba,2016-51,MENINGITE,o,200,4
Ituri,Bambu-Mines,2018-16,CHOLERA,o,80,0
Ituri,Fataki,2016-35,CHOLERA,o,70,0
Ituri,Damas,2016-41,FIEVRE HEMORRAGIQUE EBOLA,o,140,0
Ituri,Aru,2018-05,PESTE,o,75,2
Ituri,Drodro,2016-38,ROUGEOLE,o,32,0
Ituri,Kambala,2018-08,IRA,o,260,0
Ituri,Kambala,2017-18,COQUELUCHE,o,48,0
Ituri,Damas,2017-46,TNN,o,126,0
Ituri,Boga,2017-38,MENINGITE,o,27,4
Ituri,Drodro,2017-45,TNN,o,10,0
Ituri,Lita,2018-18,TNN,o,76,0
Ituri,Aru,2017-38,PFA,o,27,0
Ituri,Lita,2018-16,ROUGEOLE,o,192,2
Ituri,Ariwara,2018-04,IRA,o,30,0
Ituri,Gety,2016-28,FIEVRE TYPHOIDE,o,30,4
Ituri,Rwampara,2017-43,CHOLERA,o,80,0
Ituri,Lita,2017-26,FIEVRE JAUNE,o,196,2
Ituri,Mangala,2018-08,FIEVRE HEMORRAGIQUE EBOLA,o,88,0
Ituri,Aru,2016-35,IRA,o,128,0
Ituri,Nyarambe,2017-01,ROUGEOLE,o,72,0
Ituri,Nyankunde,2017-22,TNN,o,96,0
Ituri,Lolwa,2016-38,PFA,o,126,0
Ituri,Boga,2018-14,FIEVRE JAUNE,o,128,0
Ituri,Rwampara,2017-35,CHOLERA,o,210,0
Ituri,Adi,2016-32,MENINGITE,o,252,0
Ituri,Kambala,2018-09,PFA,o,136,0
Ituri,Aungba,2016-43,FIEVRE JAUNE,o,108,0
Ituri,Adja,2018-04,RAGE,o,300,0
Ituri,Boga,2017-37,ROUGEOLE,o,52,0
Ituri,Adja,2017-30,PESTE,o,45,0
Ituri,Linga,2016-25,PESTE,o,130,0
Ituri,Damas,2018-20,FIEVRE HEMORRAGIQUE EBOLA,o,136,0
Ituri,Kambala,2017-34,IRA,o,98,2
Ituri,Damas,2017-26,RAGE,o,80,0
Ituri,Drodro,2016-31,PALUDISME,o,0,0
Ituri,Mandima,2018-15,ROUGEOLE,o,60,0
Ituri,Fataki,2017-03,ROUGEOLE,o,28,0
Ituri,Adja,2017-23,DIARR SANGLANTE,o,288,0
Ituri,Drodro,2017-10,COQUELUCHE,o,15,0
Ituri,Mambasa,2016-49,DIARR SANGLANTE,o,96,0
Ituri,Logo,2016-24,FIEVRE JAUNE,o,272,0
Ituri,Nyarambe,2017-47,IRA,o,120,0
Ituri,Tchomia,2018-01,CHOLERA,o,140,0
Ituri,Ariwara,2017-29,CHOLERA,o,90,0
Ituri,Bambu-Mines,2016-30,CHOLERA,o,160,0
Ituri,Bambu-Mines,2017-45,PFA,o,20,0
Ituri,Kambala,2018-16,PESTE,o,260,0
Ituri,Linga,2017-15,PESTE,o,48,0
Ituri,Angumu,2017-13,FIEVRE HEMORRAGIQUE EBOLA,o,20,0
Ituri,Mambasa,2017-18,FIEVRE JAUNE,o,36,0
Ituri,Nia-Nia,2016-35,DECES MATERNEL,o,0,0
Ituri,Nyankunde,2016-41,TNN,o,288,0
Ituri,Lita,2016-21,FIEVRE HEMORRAGIQUE EBOLA,o,0,0
Ituri,Nyarambe,2016-30,COQUELUCHE,o,32,0
Ituri,Nizi,2018-16,PFA,o,18,0
Ituri,Adja,2017-18,PALUDISME,o,144,0
Ituri,Drodro,2017-12,IRA,o,180,0
Ituri,Fataki,2017-07,IRA,o,18,0
Ituri,Ariwara,2017-28,FIEVRE TYPHOIDE,o,168,0
Ituri,Nyankunde,2017-30,FIEVRE TYPHOIDE,o,126,0
Ituri,Laybo,2017-33,PESTE,o,120,0
Ituri,Fataki,2018-01,TNN,o,54,0
Ituri,Ariwara,2016-38,PFA,o,2,0
Ituri,Adi,2017-49,MENINGITE,o,45,0
Ituri,Adi,2017-39,TNN,o,153,4
Ituri,Boga,2017-18,PFA,o,33,0
Ituri,Kambala,2017-47,PESTE,o,32,2
Ituri,Mahagi,2016-22,PALUDISME,o,18,0
Ituri,Mandima,2016-41,IRA,o,0,0
Ituri,Mambasa,2018-17,COQUELUCHE,o,160,0
Ituri,Adja,2017-07,IRA,o,90,0
Ituri,Rimba,2018-07,MENINGITE,o,4,0
Ituri,Logo,2016-29,MENINGITE,o,56,6
Ituri,Bunia,2017-51,RAGE,o,64,0
Ituri,Rimba,2017-25,TNN,o,136,0
Ituri,Rwampara,2016-31,PALUDISME,o,120,0
Ituri,Ariwara,2017-43,TNN,o,40,0
Ituri,Laybo,2018-08,PESTE,o,30,0
Ituri,Aungba,2017-01,FIEVRE TYPHOIDE,o,48,4
Ituri,Drodro,2016-20,FIEVRE JAUNE,o,36,0
Ituri,Rimba,2017-49,COQUELUCHE,o,152,0
Ituri,Aungba,2017-15,IRA,o,24,0
Ituri,Biringi,2017-22,DECES MATERNEL,o,21,0
Ituri,Damas,2016-51,FIEVRE HEMORRAGIQUE EBOLA,o,26,6
Ituri,Linga,2017-18,RAGE,o,4,0
Ituri,Rwampara,2018-07,FIEVRE TYPHOIDE,o,320,2
Ituri,Adi,2017-41,RAGE,o,28,0
Ituri,Angumu,2016-45,FIEVRE TYPHOIDE,o,135,0
Ituri,Boga,2016-31,PFA,o,44,0
Ituri,Laybo,2018-16,TNN,o,120,0
Ituri,Mandima,2017-31,DIARR SANGLANTE,o,150,1
Ituri,Kambala,2016-20,FIEVRE TYPHOIDE,o,216,0
Ituri,Komanda,2018-01,RAGE,o,102,0
Ituri,Adja,2017-14,FIEVRE JAUNE,o,91,0
Ituri,Tchomia,2016-30,DECES MATERNEL,o,9,0
Ituri,Nia-Nia,2016-34,FIEVRE HEMORRAGIQUE EBOLA,o,96,0
Ituri,Mongbwalu,2017-06,PFA,o,70,0
Ituri,Linga,2016-23,FIEVRE TYPHOIDE,o,102,0
Ituri,Mambasa,2017-52,ROUGEOLE,o,42,0
Ituri,Nyarambe,2017-38,PFA,o,0,0
Ituri,Mahagi,2018-05,RAGE,o,170,0
Ituri,Boga,2017-15,CHOLERA,o,84,0
Ituri,Bambu-Mines,2018-08,FIEVRE JAUNE,o,36,0
Ituri,Aungba,2017-33,PALUDISME,o,44,0
Ituri,Aungba,2017-51,PFA,o,26,6
Ituri,Laybo,2016-51,MENINGITE,o,8,0
Ituri,Nia-Nia,2017-40,COQUELUCHE,o,360,0
Ituri,Adi,2017-02,RAGE,o,88,0
Ituri,Mongbwalu,2017-37,RAGE,o,25,0
Ituri,Logo,2017-38,PFA,o,126,0
Ituri,Bambu-Mines,2018-16,FIEVRE TYPHOIDE,o,144,0
Ituri,Adi,2017-38,TNN,o,28,0
Ituri,Linga,2018-20,PALUDISME,o,108,0
Ituri,Aungba,2017-11,PESTE,o,6,0
Ituri,Logo,2016-50,MENINGITE,o,76,0
Ituri,Fataki,2017-36,FIEVRE TYPHOIDE,o,16,0
Ituri,Bunia,2016-29,DIARR SANGLANTE,o,1,0
Ituri,Bunia,2017-47,PALUDISME,o,32,0
Ituri,Bambu-Mines,2016-34,DIARR SANGLANTE,o,26,0
Ituri,Nizi,2017-03,TNN,o,65,0
Ituri,Boga,2016-44,CHOLERA,o,45,0
Ituri,Logo,2017-23,PALUDISME,o,102,0
Ituri,Gety,2018-09,PESTE,o,152,0
Ituri,Mangala,2018-09,PALUDISME,o,2,0
Ituri,Adi,2017-39,DIARR SANGLANTE,o,192,0
Ituri,Linga,2017-43,FIEVRE HEMORRAGIQUE EBOLA,o,120,0
Ituri,Nia-Nia,2017-24,PFA,o,140,0
Ituri,Lita,2017-06,PFA,o,20,0
Ituri,Rwampara,2017-33,PESTE,o,20,4
Ituri,Angumu,2016-28,PFA,o,60,0
Ituri,Gety,2017-12,ROUGEOLE,o,72,0
Ituri,Drodro,2016-30,DIARR SANGLANTE,o,272,0
Ituri,Bunia,2017-17,RAGE,o,180,0
Ituri,Biringi,2018-09,PFA,o,108,0
Ituri,Kambala,2016-37,RAGE,o,60,0
Ituri,Mongbwalu,2017-04,DIARR SANGLANTE,o,77,0
Ituri,Gety,2017-26,RAGE,o,40,0
Ituri,Mangala,2017-09,COQUELUCHE,o,72,0
Ituri,Nyarambe,2017-26,CHOLERA,o,35,0
Ituri,Mambasa,2016-31,FIEVRE TYPHOIDE,o,120,3
Ituri,Linga,2017-25,CHOLERA,o,38,0
Ituri,Kilo,2016-40,TNN,o,153,0
Ituri,Nyarambe,2017-08,TNN,o,26,0
Ituri,Rimba,2017-38,RAGE,o,32,0
Ituri,Mangala,2018-05,IRA,o,324,0
Ituri,Adi,2017-42,MENINGITE,o,18,0
Ituri,Nizi,2016-45,PFA,o,48,0
