"disease","state","lga","epiweek","cas"
"Measles","Kebbi","Bagudo","2016-19","2"
"Measles","Kebbi","Birnin Kebbi","2016-19","0"
"Meningitis","Kebbi","Birnin Kebbi","2016-19","0"
"Cholera","Kebbi","Birnin Kebbi","2016-19","0"
"Measles","Kebbi","Bunza","2016-19","0"
"Meningitis","Kebbi","Bunza","2016-19","1"
"Cholera","Kebbi","Bunza","2016-19","6"
"Measles","Kebbi","Dandi","2016-19","2"
"Meningitis","Kebbi","Dandi","2016-19","1"
"Cholera","Kebbi","Dandi","2016-19","9"
"Measles","Kebbi","Danko Wasagu","2016-19","1"
"Meningitis","Kebbi","Danko Wasagu","2016-19","0"
"Cholera","Kebbi","Danko Wasagu","2016-19","4"
"Measles","Kebbi","Fakai","2016-19","0"
"Meningitis","Kebbi","Fakai","2016-19","0"
"Cholera","Kebbi","Fakai","2016-19","27"
"Measles","Kebbi","Gwandu","2016-19","0"
"Meningitis","Kebbi","Gwandu","2016-19","25"
"Cholera","Kebbi","Gwandu","2016-19","1"
"Measles","Kebbi","Jega","2016-19","0"
"Meningitis","Kebbi","Jega","2016-19","0"
"Cholera","Kebbi","Jega","2016-19","2"
"Measles","Kebbi","Kalgo","2016-19","4"
"Meningitis","Kebbi","Kalgo","2016-19","0"
"Cholera","Kebbi","Kalgo","2016-19","0"
"Meningitis","Kebbi","Koko Besse","2016-19","0"
"Cholera","Kebbi","Koko Besse","2016-19","12"
"Measles","Kebbi","Maiyama","2016-19","0"
"Meningitis","Kebbi","Maiyama","2016-19","33"
"Cholera","Kebbi","Maiyama","2016-19","0"
"Measles","Kebbi","Ngaski","2016-19","0"
"Meningitis","Kebbi","Ngaski","2016-19","2"
"Cholera","Kebbi","Ngaski","2016-19","0"
"Measles","Kebbi","Sakaba","2016-19","0"
"Meningitis","Kebbi","Sakaba","2016-19","5"
"Cholera","Kebbi","Sakaba","2016-19","10"
"Measles","Kebbi","Shanga","2016-19","7"
"Meningitis","Kebbi","Shanga","2016-19","8"
"Cholera","Kebbi","Shanga","2016-19","0"
"Measles","Kebbi","Suru","2016-19","2"
"Meningitis","Kebbi","Suru","2016-19","5"
"Cholera","Kebbi","Suru","2016-19","0"
"Measles","Kebbi","Yauri","2016-19","0"
"Meningitis","Kebbi","Yauri","2016-19","15"
"Cholera","Kebbi","Yauri","2016-19","10"
"Measles","Kebbi","Zuru","2016-19","0"
"Meningitis","Kebbi","Zuru","2016-19","10"
"Cholera","Kebbi","Zuru","2016-19","11"
"Measles","Sokoto","Binji","2016-19","1"
"Meningitis","Sokoto","Binji","2016-19","6"
"Cholera","Sokoto","Binji","2016-19","0"
"Measles","Sokoto","Bodinga","2016-19","0"
"Meningitis","Sokoto","Bodinga","2016-19","8"
"Cholera","Sokoto","Bodinga","2016-19","5"
"Measles","Sokoto","Dange Shuni","2016-19","0"
"Meningitis","Sokoto","Dange Shuni","2016-19","1"
"Cholera","Sokoto","Dange Shuni","2016-19","7"
"Measles","Sokoto","Gada","2016-19","1"
"Meningitis","Sokoto","Gada","2016-19","0"
"Cholera","Sokoto","Gada","2016-19","20"
"Measles","Sokoto","Goronyo","2016-19","7"
"Meningitis","Sokoto","Goronyo","2016-19","0"
"Cholera","Sokoto","Goronyo","2016-19","0"
"Measles","Sokoto","Gudu","2016-19","1"
"Meningitis","Sokoto","Gudu","2016-19","4"
"Cholera","Sokoto","Gudu","2016-19","0"
"Measles","Sokoto","Gwadabawa","2016-19","0"
"Meningitis","Sokoto","Gwadabawa","2016-19","1"
"Measles","Sokoto","Illela","2016-19","1"
"Meningitis","Sokoto","Illela","2016-19","9"
"Cholera","Sokoto","Illela","2016-19","0"
"Measles","Sokoto","Isa","2016-19","0"
"Meningitis","Sokoto","Isa","2016-19","1"
"Cholera","Sokoto","Isa","2016-19","2"
"Measles","Sokoto","Kebbe","2016-19","15"
"Meningitis","Sokoto","Kebbe","2016-19","8"
"Measles","Sokoto","Kware","2016-19","2"
"Meningitis","Sokoto","Kware","2016-19","0"
"Cholera","Sokoto","Kware","2016-19","0"
"Measles","Sokoto","Rabah","2016-19","7"
"Meningitis","Sokoto","Rabah","2016-19","0"
"Cholera","Sokoto","Rabah","2016-19","10"
"Measles","Sokoto","Sabon Birni","2016-19","2"
"Meningitis","Sokoto","Sabon Birni","2016-19","2"
"Cholera","Sokoto","Sabon Birni","2016-19","14"
"Measles","Sokoto","Shagari","2016-19","17"
"Meningitis","Sokoto","Shagari","2016-19","0"
"Cholera","Sokoto","Shagari","2016-19","0"
"Measles","Sokoto","Silame","2016-19","1"
"Meningitis","Sokoto","Silame","2016-19","2"
"Cholera","Sokoto","Silame","2016-19","0"
"Measles","Sokoto","Sokoto North","2016-19","4"
"Meningitis","Sokoto","Sokoto North","2016-19","0"
"Cholera","Sokoto","Sokoto North","2016-19","1"
"Measles","Sokoto","Tambuwal","2016-19","29"
"Meningitis","Sokoto","Tambuwal","2016-19","0"
"Cholera","Sokoto","Tambuwal","2016-19","0"
"Measles","Sokoto","Tangaza","2016-19","0"
"Meningitis","Sokoto","Tangaza","2016-19","7"
"Measles","Sokoto","Tureta","2016-19","0"
"Meningitis","Sokoto","Tureta","2016-19","4"
"Cholera","Sokoto","Tureta","2016-19","19"
"Measles","Sokoto","Wamako","2016-19","3"
"Meningitis","Sokoto","Wamako","2016-19","8"
"Cholera","Sokoto","Wamako","2016-19","1"
"Measles","Sokoto","Wurno","2016-19","0"
"Meningitis","Sokoto","Wurno","2016-19","0"
"Cholera","Sokoto","Wurno","2016-19","13"
"Measles","Sokoto","Yabo","2016-19","0"
"Meningitis","Sokoto","Yabo","2016-19","6"
"Cholera","Sokoto","Yabo","2016-19","3"
"Meningitis","Niger","Agaie","2016-20","5"
"Cholera","Niger","Agaie","2016-20","19"
"Measles","Niger","Agwara","2016-20","5"
"Meningitis","Niger","Agwara","2016-20","19"
"Cholera","Niger","Agwara","2016-20","1"
"Measles","Niger","Bida","2016-20","0"
"Meningitis","Niger","Bida","2016-20","0"
"Cholera","Niger","Bida","2016-20","0"
"Measles","Niger","Borgu","2016-20","24"
"Meningitis","Niger","Borgu","2016-20","46"
"Cholera","Niger","Borgu","2016-20","27"
"Measles","Niger","Bosso","2016-20","1"
"Cholera","Niger","Bosso","2016-20","2"
"Measles","Niger","Chanchaga","2016-20","8"
"Meningitis","Niger","Chanchaga","2016-20","2"
"Cholera","Niger","Chanchaga","2016-20","4"
"Measles","Niger","Edati","2016-20","1"
"Meningitis","Niger","Edati","2016-20","17"
"Cholera","Niger","Edati","2016-20","10"
"Measles","Niger","Gbako","2016-20","0"
"Meningitis","Niger","Gbako","2016-20","1"
"Cholera","Niger","Gbako","2016-20","4"
"Measles","Niger","Gurara","2016-20","0"
"Meningitis","Niger","Gurara","2016-20","12"
"Cholera","Niger","Gurara","2016-20","0"
"Measles","Niger","Katcha","2016-20","14"
"Meningitis","Niger","Katcha","2016-20","1"
"Cholera","Niger","Katcha","2016-20","16"
"Measles","Niger","Kontagora","2016-20","1"
"Cholera","Niger","Kontagora","2016-20","7"
"Measles","Niger","Lapai","2016-20","2"
"Meningitis","Niger","Lapai","2016-20","0"
"Measles","Niger","Lavun","2016-20","0"
"Meningitis","Niger","Lavun","2016-20","10"
"Cholera","Niger","Lavun","2016-20","1"
"Measles","Niger","Magama","2016-20","11"
"Meningitis","Niger","Magama","2016-20","2"
"Cholera","Niger","Magama","2016-20","1"
"Measles","Niger","Mariga","2016-20","13"
"Meningitis","Niger","Mariga","2016-20","1"
"Cholera","Niger","Mariga","2016-20","1"
"Measles","Niger","Mashegu","2016-20","6"
"Meningitis","Niger","Mashegu","2016-20","0"
"Cholera","Niger","Mashegu","2016-20","22"
"Measles","Niger","Mokwa","2016-20","6"
"Meningitis","Niger","Mokwa","2016-20","12"
"Cholera","Niger","Mokwa","2016-20","0"
"Measles","Niger","Muya","2016-20","5"
"Meningitis","Niger","Muya","2016-20","4"
"Cholera","Niger","Muya","2016-20","63"
"Measles","Niger","Paikoro","2016-20","2"
"Meningitis","Niger","Paikoro","2016-20","3"
"Cholera","Niger","Paikoro","2016-20","0"
"Measles","Niger","Rafi","2016-20","1"
"Meningitis","Niger","Rafi","2016-20","3"
"Cholera","Niger","Rafi","2016-20","0"
"Measles","Niger","Rijau","2016-20","0"
"Meningitis","Niger","Rijau","2016-20","0"
"Cholera","Niger","Rijau","2016-20","1"
"Measles","Niger","Shiroro","2016-20","23"
"Meningitis","Niger","Shiroro","2016-20","10"
"Cholera","Niger","Shiroro","2016-20","27"
"Measles","Niger","Suleja","2016-20","0"
"Meningitis","Niger","Suleja","2016-20","13"
"Cholera","Niger","Suleja","2016-20","1"
"Measles","Niger","Tafa","2016-20","2"
"Meningitis","Niger","Tafa","2016-20","0"
"Cholera","Niger","Tafa","2016-20","0"
"Measles","Niger","Wushishi","2016-20","3"
"Meningitis","Niger","Wushishi","2016-20","3"
"Cholera","Niger","Wushishi","2016-20","28"
"Measles","Zamfara","Anka","2016-20","5"
"Meningitis","Zamfara","Anka","2016-20","0"
"Cholera","Zamfara","Anka","2016-20","0"
"Meningitis","Zamfara","Bakura","2016-20","1"
"Cholera","Zamfara","Bakura","2016-20","1"
"Cholera","Zamfara","Birnin Magaji","2016-20","0"
"Measles","Zamfara","Bukkuyum","2016-20","38"
"Cholera","Zamfara","Bukkuyum","2016-20","13"
"Meningitis","Zamfara","Bungudu","2016-20","28"
"Cholera","Zamfara","Bungudu","2016-20","0"
"Measles","Zamfara","Gummi","2016-20","3"
"Meningitis","Zamfara","Gummi","2016-20","0"
"Cholera","Zamfara","Gummi","2016-20","1"
"Measles","Zamfara","Gusau","2016-20","0"
"Meningitis","Zamfara","Gusau","2016-20","0"
"Cholera","Zamfara","Gusau","2016-20","5"
"Measles","Zamfara","Kaura Namoda","2016-20","19"
"Meningitis","Zamfara","Kaura Namoda","2016-20","0"
"Cholera","Zamfara","Kaura Namoda","2016-20","0"
"Measles","Zamfara","Maradun","2016-20","0"
"Cholera","Zamfara","Maradun","2016-20","24"
"Measles","Zamfara","Maru","2016-20","0"
"Meningitis","Zamfara","Maru","2016-20","25"
"Cholera","Zamfara","Maru","2016-20","0"
"Measles","Zamfara","Shinkafi","2016-20","0"
"Meningitis","Zamfara","Shinkafi","2016-20","14"
"Cholera","Zamfara","Shinkafi","2016-20","2"
"Measles","Zamfara","Talata Mafara","2016-20","9"
"Meningitis","Zamfara","Talata Mafara","2016-20","13"
"Cholera","Zamfara","Talata Mafara","2016-20","2"
"Measles","Zamfara","Tsafe","2016-20","4"
"Meningitis","Zamfara","Tsafe","2016-20","5"
"Cholera","Zamfara","Tsafe","2016-20","0"
"Measles","Zamfara","Zurmi","2016-20","0"
"Meningitis","Zamfara","Zurmi","2016-20","4"
"Cholera","Zamfara","Zurmi","2016-20","0"
"Measles","Kebbi","Aliero","2016-20","23"
"Meningitis","Kebbi","Aliero","2016-20","15"
"Measles","Kebbi","Arewa","2016-20","0"
"Meningitis","Kebbi","Arewa","2016-20","1"
"Cholera","Kebbi","Arewa","2016-20","27"
"Measles","Kebbi","Argungu","2016-20","6"
"Meningitis","Kebbi","Argungu","2016-20","8"
"Cholera","Kebbi","Argungu","2016-20","1"
"Measles","Kebbi","Augie","2016-20","9"
"Meningitis","Kebbi","Augie","2016-20","0"
"Cholera","Kebbi","Augie","2016-20","0"
"Measles","Kebbi","Bagudo","2016-20","0"
"Cholera","Kebbi","Bagudo","2016-20","0"
"Measles","Kebbi","Birnin Kebbi","2016-20","1"
"Meningitis","Kebbi","Birnin Kebbi","2016-20","0"
"Cholera","Kebbi","Birnin Kebbi","2016-20","0"
"Measles","Kebbi","Bunza","2016-20","0"
"Meningitis","Kebbi","Bunza","2016-20","11"
"Cholera","Kebbi","Bunza","2016-20","1"
"Measles","Kebbi","Dandi","2016-20","34"
"Meningitis","Kebbi","Dandi","2016-20","0"
"Cholera","Kebbi","Dandi","2016-20","2"
"Measles","Kebbi","Danko Wasagu","2016-20","9"
"Meningitis","Kebbi","Danko Wasagu","2016-20","0"
"Cholera","Kebbi","Danko Wasagu","2016-20","17"
"Measles","Kebbi","Fakai","2016-20","0"
"Meningitis","Kebbi","Fakai","2016-20","0"
"Cholera","Kebbi","Fakai","2016-20","4"
"Measles","Kebbi","Gwandu","2016-20","4"
"Measles","Kebbi","Jega","2016-20","24"
"Meningitis","Kebbi","Jega","2016-20","7"
"Cholera","Kebbi","Jega","2016-20","0"
"Measles","Kebbi","Kalgo","2016-20","6"
"Meningitis","Kebbi","Kalgo","2016-20","0"
"Cholera","Kebbi","Kalgo","2016-20","1"
"Measles","Kebbi","Koko Besse","2016-20","3"
"Meningitis","Kebbi","Koko Besse","2016-20","3"
"Cholera","Kebbi","Koko Besse","2016-20","1"
"Measles","Kebbi","Maiyama","2016-20","0"
"Meningitis","Kebbi","Maiyama","2016-20","6"
"Cholera","Kebbi","Maiyama","2016-20","2"
"Measles","Kebbi","Ngaski","2016-20","5"
"Meningitis","Kebbi","Ngaski","2016-20","2"
"Cholera","Kebbi","Ngaski","2016-20","25"
"Measles","Kebbi","Sakaba","2016-20","14"
"Meningitis","Kebbi","Sakaba","2016-20","31"
"Cholera","Kebbi","Sakaba","2016-20","0"
"Measles","Kebbi","Shanga","2016-20","2"
"Meningitis","Kebbi","Shanga","2016-20","30"
"Cholera","Kebbi","Shanga","2016-20","1"
"Measles","Kebbi","Suru","2016-20","19"
"Meningitis","Kebbi","Suru","2016-20","49"
"Cholera","Kebbi","Suru","2016-20","0"
"Measles","Kebbi","Yauri","2016-20","0"
"Meningitis","Kebbi","Yauri","2016-20","1"
"Cholera","Kebbi","Yauri","2016-20","1"
"Measles","Kebbi","Zuru","2016-20","0"
"Meningitis","Kebbi","Zuru","2016-20","2"
"Cholera","Kebbi","Zuru","2016-20","27"
"Measles","Sokoto","Binji","2016-20","1"
"Meningitis","Sokoto","Binji","2016-20","2"
"Cholera","Sokoto","Binji","2016-20","2"
"Measles","Sokoto","Bodinga","2016-20","37"
"Meningitis","Sokoto","Bodinga","2016-20","0"
"Cholera","Sokoto","Bodinga","2016-20","0"
"Measles","Sokoto","Dange Shuni","2016-20","0"
"Meningitis","Sokoto","Dange Shuni","2016-20","26"
"Cholera","Sokoto","Dange Shuni","2016-20","26"
"Cholera","Sokoto","Gada","2016-20","0"
"Measles","Sokoto","Goronyo","2016-20","3"
"Meningitis","Sokoto","Goronyo","2016-20","0"
"Cholera","Sokoto","Goronyo","2016-20","0"
"Measles","Sokoto","Gudu","2016-20","8"
"Meningitis","Sokoto","Gudu","2016-20","8"
"Cholera","Sokoto","Gudu","2016-20","19"
"Measles","Sokoto","Gwadabawa","2016-20","21"
"Meningitis","Sokoto","Gwadabawa","2016-20","1"
"Cholera","Sokoto","Gwadabawa","2016-20","0"
"Measles","Sokoto","Illela","2016-20","2"
"Meningitis","Sokoto","Illela","2016-20","7"
"Measles","Sokoto","Isa","2016-20","1"
"Meningitis","Sokoto","Isa","2016-20","0"
"Cholera","Sokoto","Isa","2016-20","6"
"Measles","Sokoto","Kebbe","2016-20","0"
"Meningitis","Sokoto","Kebbe","2016-20","5"
"Cholera","Sokoto","Kebbe","2016-20","0"
"Meningitis","Sokoto","Kware","2016-20","1"
"Cholera","Sokoto","Kware","2016-20","20"
"Measles","Sokoto","Rabah","2016-20","3"
"Meningitis","Sokoto","Rabah","2016-20","23"
"Cholera","Sokoto","Rabah","2016-20","0"
"Measles","Sokoto","Sabon Birni","2016-20","27"
"Meningitis","Sokoto","Sabon Birni","2016-20","48"
"Measles","Sokoto","Shagari","2016-20","7"
"Meningitis","Sokoto","Shagari","2016-20","6"
"Cholera","Sokoto","Shagari","2016-20","0"
"Measles","Sokoto","Silame","2016-20","0"
"Meningitis","Sokoto","Silame","2016-20","4"
"Cholera","Sokoto","Silame","2016-20","0"
"Measles","Sokoto","Sokoto North","2016-20","13"
"Meningitis","Sokoto","Sokoto North","2016-20","0"
"Cholera","Sokoto","Sokoto North","2016-20","0"
"Measles","Sokoto","Sokoto South","2016-20","1"
"Meningitis","Sokoto","Sokoto South","2016-20","0"
"Cholera","Sokoto","Sokoto South","2016-20","11"
"Measles","Sokoto","Tambuwal","2016-20","0"
"Meningitis","Sokoto","Tambuwal","2016-20","0"
"Cholera","Sokoto","Tambuwal","2016-20","4"
"Measles","Sokoto","Tangaza","2016-20","16"
"Meningitis","Sokoto","Tangaza","2016-20","11"
"Cholera","Sokoto","Tangaza","2016-20","7"
"Measles","Sokoto","Tureta","2016-20","6"
"Meningitis","Sokoto","Tureta","2016-20","0"
"Cholera","Sokoto","Tureta","2016-20","0"
"Measles","Sokoto","Wamako","2016-20","2"
"Meningitis","Sokoto","Wamako","2016-20","5"
"Cholera","Sokoto","Wamako","2016-20","5"
"Measles","Sokoto","Wurno","2016-20","2"
"Meningitis","Sokoto","Wurno","2016-20","2"
"Cholera","Sokoto","Wurno","2016-20","0"
"Measles","Sokoto","Yabo","2016-20","0"
"Meningitis","Sokoto","Yabo","2016-20","1"
"Cholera","Sokoto","Yabo","2016-20","1"
"Measles","Niger","Agaie","2016-21","0"
"Meningitis","Niger","Agaie","2016-21","4"
"Measles","Niger","Agwara","2016-21","17"
"Cholera","Niger","Agwara","2016-21","1"
"Measles","Niger","Bida","2016-21","5"
"Meningitis","Niger","Bida","2016-21","0"
"Cholera","Niger","Bida","2016-21","0"
"Measles","Niger","Borgu","2016-21","0"
"Meningitis","Niger","Borgu","2016-21","6"
"Cholera","Niger","Borgu","2016-21","26"
"Measles","Niger","Bosso","2016-21","7"
"Meningitis","Niger","Bosso","2016-21","37"
"Cholera","Niger","Bosso","2016-21","0"
"Meningitis","Niger","Chanchaga","2016-21","13"
"Cholera","Niger","Chanchaga","2016-21","0"
"Measles","Niger","Edati","2016-21","29"
"Meningitis","Niger","Edati","2016-21","3"
"Cholera","Niger","Edati","2016-21","1"
"Meningitis","Niger","Gbako","2016-21","7"
"Cholera","Niger","Gbako","2016-21","3"
"Measles","Niger","Gurara","2016-21","0"
"Meningitis","Niger","Gurara","2016-21","4"
"Cholera","Niger","Gurara","2016-21","7"
"Measles","Niger","Katcha","2016-21","1"
"Meningitis","Niger","Katcha","2016-21","5"
"Measles","Niger","Kontagora","2016-21","0"
"Meningitis","Niger","Kontagora","2016-21","16"
"Cholera","Niger","Kontagora","2016-21","0"
"Measles","Niger","Lapai","2016-21","4"
"Meningitis","Niger","Lapai","2016-21","0"
"Cholera","Niger","Lapai","2016-21","36"
"Measles","Niger","Lavun","2016-21","0"
"Meningitis","Niger","Lavun","2016-21","0"
"Cholera","Niger","Lavun","2016-21","1"
"Measles","Niger","Magama","2016-21","0"
"Meningitis","Niger","Magama","2016-21","1"
"Cholera","Niger","Magama","2016-21","1"
"Measles","Niger","Mariga","2016-21","5"
"Meningitis","Niger","Mariga","2016-21","12"
"Cholera","Niger","Mariga","2016-21","66"
"Measles","Niger","Mashegu","2016-21","0"
"Meningitis","Niger","Mashegu","2016-21","0"
"Cholera","Niger","Mashegu","2016-21","0"
"Measles","Niger","Mokwa","2016-21","19"
"Meningitis","Niger","Mokwa","2016-21","20"
"Cholera","Niger","Mokwa","2016-21","2"
"Measles","Niger","Muya","2016-21","0"
"Meningitis","Niger","Muya","2016-21","0"
"Cholera","Niger","Muya","2016-21","0"
"Measles","Niger","Paikoro","2016-21","1"
"Meningitis","Niger","Paikoro","2016-21","2"
"Cholera","Niger","Paikoro","2016-21","2"
"Measles","Niger","Rafi","2016-21","0"
"Meningitis","Niger","Rafi","2016-21","38"
"Cholera","Niger","Rafi","2016-21","0"
"Measles","Niger","Rijau","2016-21","22"
"Meningitis","Niger","Rijau","2016-21","0"
"Cholera","Niger","Rijau","2016-21","0"
"Measles","Niger","Shiroro","2016-21","0"
"Meningitis","Niger","Shiroro","2016-21","0"
"Cholera","Niger","Shiroro","2016-21","0"
"Measles","Niger","Suleja","2016-21","2"
"Meningitis","Niger","Suleja","2016-21","0"
"Cholera","Niger","Suleja","2016-21","0"
"Measles","Niger","Tafa","2016-21","0"
"Meningitis","Niger","Tafa","2016-21","7"
"Measles","Niger","Wushishi","2016-21","2"
"Meningitis","Niger","Wushishi","2016-21","0"
"Cholera","Niger","Wushishi","2016-21","68"
"Measles","Zamfara","Anka","2016-21","4"
"Meningitis","Zamfara","Anka","2016-21","0"
"Cholera","Zamfara","Anka","2016-21","14"
"Measles","Zamfara","Bakura","2016-21","3"
"Meningitis","Zamfara","Bakura","2016-21","2"
"Cholera","Zamfara","Bakura","2016-21","0"
"Measles","Zamfara","Birnin Magaji","2016-21","0"
"Meningitis","Zamfara","Birnin Magaji","2016-21","1"
"Cholera","Zamfara","Birnin Magaji","2016-21","2"
"Measles","Zamfara","Bukkuyum","2016-21","3"
"Meningitis","Zamfara","Bukkuyum","2016-21","0"
"Cholera","Zamfara","Bukkuyum","2016-21","21"
"Measles","Zamfara","Bungudu","2016-21","0"
"Meningitis","Zamfara","Bungudu","2016-21","0"
"Cholera","Zamfara","Bungudu","2016-21","1"
"Measles","Zamfara","Gummi","2016-21","0"
"Meningitis","Zamfara","Gummi","2016-21","7"
"Cholera","Zamfara","Gummi","2016-21","0"
"Measles","Zamfara","Gusau","2016-21","15"
"Meningitis","Zamfara","Gusau","2016-21","1"
"Cholera","Zamfara","Gusau","2016-21","0"
"Measles","Zamfara","Kaura Namoda","2016-21","0"
"Meningitis","Zamfara","Kaura Namoda","2016-21","2"
"Cholera","Zamfara","Kaura Namoda","2016-21","4"
"Measles","Zamfara","Maradun","2016-21","1"
"Meningitis","Zamfara","Maradun","2016-21","12"
"Cholera","Zamfara","Maradun","2016-21","13"
"Measles","Zamfara","Maru","2016-21","11"
"Meningitis","Zamfara","Maru","2016-21","8"
"Cholera","Zamfara","Maru","2016-21","22"
"Measles","Zamfara","Shinkafi","2016-21","0"
"Meningitis","Zamfara","Shinkafi","2016-21","4"
"Cholera","Zamfara","Shinkafi","2016-21","0"
"Measles","Zamfara","Talata Mafara","2016-21","0"
"Meningitis","Zamfara","Talata Mafara","2016-21","26"
"Cholera","Zamfara","Talata Mafara","2016-21","0"
"Measles","Zamfara","Tsafe","2016-21","0"
"Meningitis","Zamfara","Tsafe","2016-21","0"
"Cholera","Zamfara","Tsafe","2016-21","2"
"Measles","Zamfara","Zurmi","2016-21","6"
"Cholera","Zamfara","Zurmi","2016-21","13"
"Measles","Kebbi","Aliero","2016-21","5"
"Meningitis","Kebbi","Aliero","2016-21","6"
"Meningitis","Kebbi","Arewa","2016-21","1"
"Cholera","Kebbi","Arewa","2016-21","2"
"Measles","Kebbi","Argungu","2016-21","3"
"Meningitis","Kebbi","Argungu","2016-21","6"
"Cholera","Kebbi","Argungu","2016-21","0"
"Measles","Kebbi","Augie","2016-21","20"
"Meningitis","Kebbi","Augie","2016-21","0"
"Cholera","Kebbi","Augie","2016-21","0"
"Measles","Kebbi","Bagudo","2016-21","17"
"Meningitis","Kebbi","Bagudo","2016-21","0"
"Cholera","Kebbi","Bagudo","2016-21","1"
"Measles","Kebbi","Birnin Kebbi","2016-21","32"
"Meningitis","Kebbi","Birnin Kebbi","2016-21","21"
"Cholera","Kebbi","Birnin Kebbi","2016-21","0"
"Measles","Kebbi","Bunza","2016-21","9"
"Meningitis","Kebbi","Bunza","2016-21","8"
"Cholera","Kebbi","Bunza","2016-21","0"
"Measles","Kebbi","Dandi","2016-21","3"
"Meningitis","Kebbi","Dandi","2016-21","22"
"Cholera","Kebbi","Dandi","2016-21","0"
"Measles","Kebbi","Danko Wasagu","2016-21","0"
"Meningitis","Kebbi","Danko Wasagu","2016-21","0"
"Cholera","Kebbi","Danko Wasagu","2016-21","8"
"Measles","Kebbi","Fakai","2016-21","3"
"Meningitis","Kebbi","Fakai","2016-21","20"
"Measles","Kebbi","Gwandu","2016-21","2"
"Meningitis","Kebbi","Gwandu","2016-21","3"
"Cholera","Kebbi","Gwandu","2016-21","1"
"Measles","Kebbi","Jega","2016-21","4"
"Meningitis","Kebbi","Jega","2016-21","0"
"Cholera","Kebbi","Jega","2016-21","0"
"Measles","Kebbi","Kalgo","2016-21","0"
"Meningitis","Kebbi","Kalgo","2016-21","0"
"Cholera","Kebbi","Kalgo","2016-21","36"
"Meningitis","Kebbi","Koko Besse","2016-21","2"
"Cholera","Kebbi","Koko Besse","2016-21","0"
"Measles","Kebbi","Maiyama","2016-21","8"
"Meningitis","Kebbi","Maiyama","2016-21","0"
"Cholera","Kebbi","Maiyama","2016-21","0"
"Measles","Kebbi","Ngaski","2016-21","3"
"Meningitis","Kebbi","Ngaski","2016-21","6"
"Cholera","Kebbi","Ngaski","2016-21","1"
"Measles","Kebbi","Sakaba","2016-21","5"
"Cholera","Kebbi","Sakaba","2016-21","1"
"Meningitis","Kebbi","Shanga","2016-21","2"
"Cholera","Kebbi","Shanga","2016-21","1"
"Measles","Kebbi","Suru","2016-21","3"
"Meningitis","Kebbi","Suru","2016-21","0"
"Cholera","Kebbi","Suru","2016-21","0"
"Measles","Kebbi","Yauri","2016-21","1"
"Meningitis","Kebbi","Yauri","2016-21","22"
"Cholera","Kebbi","Yauri","2016-21","12"
"Meningitis","Kebbi","Zuru","2016-21","5"
"Cholera","Kebbi","Zuru","2016-21","0"
"Measles","Sokoto","Binji","2016-21","15"
"Meningitis","Sokoto","Binji","2016-21","0"
"Meningitis","Sokoto","Bodinga","2016-21","0"
"Cholera","Sokoto","Bodinga","2016-21","9"
"Measles","Sokoto","Dange Shuni","2016-21","0"
"Meningitis","Sokoto","Dange Shuni","2016-21","0"
"Cholera","Sokoto","Dange Shuni","2016-21","0"
"Measles","Sokoto","Gada","2016-21","2"
"Meningitis","Sokoto","Gada","2016-21","0"
"Cholera","Sokoto","Gada","2016-21","0"
"Meningitis","Sokoto","Goronyo","2016-21","1"
"Cholera","Sokoto","Goronyo","2016-21","2"
"Measles","Sokoto","Gudu","2016-21","1"
"Meningitis","Sokoto","Gudu","2016-21","2"
"Cholera","Sokoto","Gudu","2016-21","54"
"Measles","Sokoto","Gwadabawa","2016-21","0"
"Meningitis","Sokoto","Gwadabawa","2016-21","35"
"Cholera","Sokoto","Gwadabawa","2016-21","1"
"Measles","Sokoto","Illela","2016-21","8"
"Meningitis","Sokoto","Illela","2016-21","0"
"Cholera","Sokoto","Illela","2016-21","11"
"Measles","Sokoto","Isa","2016-21","10"
"Meningitis","Sokoto","Isa","2016-21","62"
"Cholera","Sokoto","Isa","2016-21","0"
"Measles","Sokoto","Kebbe","2016-21","6"
"Meningitis","Sokoto","Kebbe","2016-21","0"
"Cholera","Sokoto","Kebbe","2016-21","0"
"Measles","Sokoto","Kware","2016-21","0"
"Meningitis","Sokoto","Kware","2016-21","15"
"Cholera","Sokoto","Kware","2016-21","3"
"Measles","Sokoto","Rabah","2016-21","0"
"Meningitis","Sokoto","Rabah","2016-21","0"
"Cholera","Sokoto","Rabah","2016-21","1"
"Measles","Sokoto","Sabon Birni","2016-21","1"
"Meningitis","Sokoto","Sabon Birni","2016-21","4"
"Cholera","Sokoto","Sabon Birni","2016-21","2"
"Measles","Sokoto","Shagari","2016-21","11"
"Meningitis","Sokoto","Shagari","2016-21","0"
"Cholera","Sokoto","Shagari","2016-21","0"
"Measles","Sokoto","Silame","2016-21","0"
"Meningitis","Sokoto","Silame","2016-21","3"
"Cholera","Sokoto","Silame","2016-21","1"
"Measles","Sokoto","Sokoto North","2016-21","13"
"Meningitis","Sokoto","Sokoto North","2016-21","8"
"Cholera","Sokoto","Sokoto North","2016-21","1"
"Measles","Sokoto","Sokoto South","2016-21","3"
"Meningitis","Sokoto","Sokoto South","2016-21","10"
"Cholera","Sokoto","Sokoto South","2016-21","0"
"Measles","Sokoto","Tambuwal","2016-21","7"
"Meningitis","Sokoto","Tambuwal","2016-21","50"
