disease,chiefdom,PHU,pop,epiweek,fyo,cas,dth
Sever Pneumonia,Kholifa Rowalla,Magburaka MCHP,9999,2015-50,u,51,
Sever Pneumonia,Kholifa Rowalla,Mabom CHC,9999,2015-50,o,4,
Sever Pneumonia,Kholifa Rowalla,Mabom CHC,9999,2015-50,u,12,
Sever Pneumonia,Kholifa Rowalla,Magbass CHP,9999,2015-50,o,1,
Sever Pneumonia,Kholifa Rowalla,Magbass CHP,9999,2015-50,u,9,
Sever Pneumonia,Kholifa Rowalla,Mamuntha MCHP,9999,2015-50,o,6,
Sever Pneumonia,Kholifa Rowalla,Mamuntha MCHP,9999,2015-50,u,25,
Sever Pneumonia,Kafe Simira,Mayassoh MCHP,9999,2015-50,o,8,
Sever Pneumonia,Kafe Simira,Mayassoh MCHP,9999,2015-50,u,13,
Sever Pneumonia,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-50,o,6,
Sever Pneumonia,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-50,u,10,
Sever Pneumonia,Tane,Matotoka CHC,9999,2015-50,o,,
Sever Pneumonia,Tane,Matotoka CHC,9999,2015-50,u,1,
Sever Pneumonia,Tane,Makrugbeh CHP,9999,2015-50,o,5,
Sever Pneumonia,Tane,Makrugbeh CHP,9999,2015-50,u,11,
Sever Pneumonia,Tane,Mathufulie MCHP,9999,2015-50,o,9,
Sever Pneumonia,Tane,Mathufulie MCHP,9999,2015-50,u,25,
Sever Pneumonia,Tane,Rosengbeh MCHP,9999,2015-50,o,1,
Sever Pneumonia,Tane,Rosengbeh MCHP,9999,2015-50,u,14,
Sever Pneumonia,Tane,Mangaybana CHP,9999,2015-50,o,,
Sever Pneumonia,Tane,Mangaybana CHP,9999,2015-50,u,4,
Sever Pneumonia,Tane,Masankoro MCHP,9999,2015-50,o,1,
Sever Pneumonia,Tane,Masankoro MCHP,9999,2015-50,u,1,
Sever Pneumonia,Kunike Barina,Makoni Line MCHP,9999,2015-50,o,,
Sever Pneumonia,Kunike Barina,Makoni Line MCHP,9999,2015-50,u,16,
Sever Pneumonia,Kunike Barina,Mapamurie MCHP,9999,2015-50,o,,
Sever Pneumonia,Kunike Barina,Mapamurie MCHP,9999,2015-50,u,4,
Sever Pneumonia,Kunike,Maconteh Tama MCHP,9999,2015-50,o,6,
Sever Pneumonia,Kunike,Maconteh Tama MCHP,9999,2015-50,u,5,
Sever Pneumonia,Gbonkolenken,Lion Heart Medical Centre,9999,2015-50,o,11,
Sever Pneumonia,Gbonkolenken,Lion Heart Medical Centre,9999,2015-50,u,17,
Sever Pneumonia,Gbonkolenken,Mayepoh CHP,9999,2015-50,o,20,
Sever Pneumonia,Gbonkolenken,Mayepoh CHP,9999,2015-50,u,20,
Sever Pneumonia,Gbonkolenken,Makonkorie CHP,9999,2015-50,o,4,
Sever Pneumonia,Gbonkolenken,Makonkorie CHP,9999,2015-50,u,11,
Sever Pneumonia,Gbonkolenken,Petifu Mayepoh MCHP,9999,2015-50,o,2,
Sever Pneumonia,Gbonkolenken,Petifu Mayepoh MCHP,9999,2015-50,u,11,
Sever Pneumonia,Gbonkolenken,Mafay MCHP,9999,2015-50,o,6,
Sever Pneumonia,Gbonkolenken,Mafay MCHP,9999,2015-50,u,19,
Sever Pneumonia,Gbonkolenken,Warrima (Gbonkolenken) MCHP,9999,2015-50,o,2,
Sever Pneumonia,Gbonkolenken,Warrima (Gbonkolenken) MCHP,9999,2015-50,u,8,
Sever Pneumonia,Gbonkolenken,Manowo (Gbonkolenken) CHC,9999,2015-50,o,2,
Sever Pneumonia,Gbonkolenken,Manowo (Gbonkolenken) CHC,9999,2015-50,u,9,
Sever Pneumonia,Kholifa Mabang,Mamanso Kafla MCHP,9999,2015-50,o,4,
Sever Pneumonia,Kholifa Mabang,Mamanso Kafla MCHP,9999,2015-50,u,12,
Sever Pneumonia,Malal Mara,Kiampkakolo MCHP,9999,2015-50,o,6,
Sever Pneumonia,Malal Mara,Kiampkakolo MCHP,9999,2015-50,u,14,
Sever Pneumonia,Yoni,Magboki Road Mile 91 CHP,9999,2015-50,o,,
Sever Pneumonia,Yoni,Magboki Road Mile 91 CHP,9999,2015-50,u,2,
Sever Pneumonia,Yoni,Makeni-Rokfullah MCHP,9999,2015-50,o,10,
Sever Pneumonia,Yoni,Makeni-Rokfullah MCHP,9999,2015-50,u,15,
Sever Pneumonia,Yoni,Rokimbi MCHP,9999,2015-50,o,5,
Sever Pneumonia,Yoni,Rokimbi MCHP,9999,2015-50,u,24,
Sever Pneumonia,Yoni,Masengbeh CHP,9999,2015-50,o,,
Sever Pneumonia,Yoni,Masengbeh CHP,9999,2015-50,u,5,
Typhoid Fever,Kholifa Rowalla,Magburaka Government Hospital,9999,2015-50,o,7,
Typhoid Fever,Kholifa Rowalla,Magburaka Government Hospital,9999,2015-50,u,,
Typhoid Fever,Tane,Matotoka CHC,9999,2015-50,o,,
Typhoid Fever,Tane,Matotoka CHC,9999,2015-50,u,1,
Typhoid Fever,Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-50,o,4,
Typhoid Fever,Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-50,u,,
Typhoid Fever,Gbonkolenken,Lion Heart Medical Centre,9999,2015-50,o,6,
Typhoid Fever,Gbonkolenken,Lion Heart Medical Centre,9999,2015-50,u,17,
Malaria cases,Kholifa Rowalla,Magburaka Government Hospital,9999,2015-50,o,14,
Malaria cases,Kholifa Rowalla,Magburaka Government Hospital,9999,2015-50,u,15,
Malaria cases,Kholifa Rowalla,Masanga Leprosy Hospital,9999,2015-50,o,3,
Malaria cases,Kholifa Rowalla,Masanga Leprosy Hospital,9999,2015-50,u,12,
Malaria cases,Kholifa Rowalla,Magburaka MCHP,9999,2015-50,o,,
Malaria cases,Kholifa Rowalla,Magburaka MCHP,9999,2015-50,u,79,
Malaria cases,Kholifa Rowalla,Mabai (Kholifa Rowalla) MCHP,9999,2015-50,o,23,
Malaria cases,Kholifa Rowalla,Mabai (Kholifa Rowalla) MCHP,9999,2015-50,u,12,
Malaria cases,Kholifa Rowalla,Masanga MCHP,9999,2015-50,o,14,
Malaria cases,Kholifa Rowalla,Masanga MCHP,9999,2015-50,u,12,
Malaria cases,Kholifa Rowalla,Mayossoh MCHP,9999,2015-50,o,13,
Malaria cases,Kholifa Rowalla,Mayossoh MCHP,9999,2015-50,u,19,
Malaria cases,Kholifa Rowalla,Malone MCHP,9999,2015-50,o,13,
Malaria cases,Kholifa Rowalla,Malone MCHP,9999,2015-50,u,34,
Malaria cases,Kholifa Rowalla,Mabom CHC,9999,2015-50,o,8,
Malaria cases,Kholifa Rowalla,Mabom CHC,9999,2015-50,u,10,
Malaria cases,Kholifa Rowalla,Magbass CHP,9999,2015-50,o,7,
Malaria cases,Kholifa Rowalla,Magbass CHP,9999,2015-50,u,13,
Malaria cases,Kholifa Rowalla,Mamuntha MCHP,9999,2015-50,o,84,
Malaria cases,Kholifa Rowalla,Mamuntha MCHP,9999,2015-50,u,100,
Malaria cases,Kafe Simira,Mabontor CHP,9999,2015-50,o,10,
Malaria cases,Kafe Simira,Mabontor CHP,9999,2015-50,u,16,
Malaria cases,Kafe Simira,Mayassoh MCHP,9999,2015-50,o,11,
Malaria cases,Kafe Simira,Mayassoh MCHP,9999,2015-50,u,15,
Malaria cases,Kalansogoia,Kathombo CHP,9999,2015-50,o,,
Malaria cases,Kalansogoia,Kathombo CHP,9999,2015-50,u,16,
Malaria cases,Kalansogoia,Kemedugu MCHP,9999,2015-50,o,5,
Malaria cases,Kalansogoia,Kemedugu MCHP,9999,2015-50,u,32,
Malaria cases,Kalansogoia,Kamasaypana MCHP,9999,2015-50,o,50,
Malaria cases,Kalansogoia,Kamasaypana MCHP,9999,2015-50,u,40,
Malaria cases,Sambaya Bendugu,Bendugu (Sambaya Bendugu) CHC,9999,2015-50,o,9,
Malaria cases,Sambaya Bendugu,Bendugu (Sambaya Bendugu) CHC,9999,2015-50,u,16,
Malaria cases,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-50,o,18,
Malaria cases,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-50,u,25,
Malaria cases,Tane,Matotoka CHC,9999,2015-50,o,3,
Malaria cases,Tane,Matotoka CHC,9999,2015-50,u,20,
Malaria cases,Tane,Mathonkara MCHP,9999,2015-50,o,11,
Malaria cases,Tane,Mathonkara MCHP,9999,2015-50,u,25,
Malaria cases,Tane,Makrugbeh CHP,9999,2015-50,o,18,
Malaria cases,Tane,Makrugbeh CHP,9999,2015-50,u,25,
Malaria cases,Tane,Mathufulie MCHP,9999,2015-50,o,7,
Malaria cases,Tane,Mathufulie MCHP,9999,2015-50,u,20,
Malaria cases,Tane,Rosengbeh MCHP,9999,2015-50,o,5,
Malaria cases,Tane,Rosengbeh MCHP,9999,2015-50,u,11,
Malaria cases,Tane,Mangaybana CHP,9999,2015-50,o,3,
Malaria cases,Tane,Mangaybana CHP,9999,2015-50,u,,
Malaria cases,Tane,Masankoro MCHP,9999,2015-50,o,3,
Malaria cases,Tane,Masankoro MCHP,9999,2015-50,u,5,
Malaria cases,Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-50,o,10,
Malaria cases,Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-50,u,28,
Malaria cases,Kunike Barina,Wonkibor MCHP,9999,2015-50,o,5,
Malaria cases,Kunike Barina,Wonkibor MCHP,9999,2015-50,u,15,
Malaria cases,Kunike Barina,Makoni Line MCHP,9999,2015-50,o,,
Malaria cases,Kunike Barina,Makoni Line MCHP,9999,2015-50,u,8,
Malaria cases,Kunike Barina,Mapamurie MCHP,9999,2015-50,o,12,
Malaria cases,Kunike Barina,Mapamurie MCHP,9999,2015-50,u,20,
Malaria cases,Kunike,Masingbi CHC,9999,2015-50,o,2,
Malaria cases,Kunike,Masingbi CHC,9999,2015-50,u,21,
Malaria cases,Kunike,Mafulka MCHP,9999,2015-50,o,18,
Malaria cases,Kunike,Mafulka MCHP,9999,2015-50,u,22,
Malaria cases,Kunike,Petifuline MCHP,9999,2015-50,o,4,
Malaria cases,Kunike,Petifuline MCHP,9999,2015-50,u,9,
Malaria cases,Kunike,Masiaka (Kunike) MCHP,9999,2015-50,o,10,
Malaria cases,Kunike,Masiaka (Kunike) MCHP,9999,2015-50,u,22,
Malaria cases,Kunike,Matholey MCHP,9999,2015-50,o,15,
Malaria cases,Kunike,Matholey MCHP,9999,2015-50,u,20,
Malaria cases,Kunike,Fothaneh Bana MCHP,9999,2015-50,o,17,
Malaria cases,Kunike,Fothaneh Bana MCHP,9999,2015-50,u,24,
Malaria cases,Kunike,Magbanto Bana MCHP,9999,2015-50,o,10,
Malaria cases,Kunike,Magbanto Bana MCHP,9999,2015-50,u,39,
Malaria cases,Kunike,Maconteh Tama MCHP,9999,2015-50,o,6,
Malaria cases,Kunike,Maconteh Tama MCHP,9999,2015-50,u,18,
Malaria cases,Gbonkolenken,Lion Heart Medical Centre,9999,2015-50,o,35,
Malaria cases,Gbonkolenken,Lion Heart Medical Centre,9999,2015-50,u,5,
Malaria cases,Gbonkolenken,Yele CHC,9999,2015-50,o,14,
Malaria cases,Gbonkolenken,Yele CHC,9999,2015-50,u,32,
Malaria cases,Gbonkolenken,Mayepoh CHP,9999,2015-50,o,20,
Malaria cases,Gbonkolenken,Mayepoh CHP,9999,2015-50,u,20,
Malaria cases,Gbonkolenken,Makonkorie CHP,9999,2015-50,o,8,
Malaria cases,Gbonkolenken,Makonkorie CHP,9999,2015-50,u,12,
Malaria cases,Gbonkolenken,Yeben MCHP,9999,2015-50,o,12,
Malaria cases,Gbonkolenken,Yeben MCHP,9999,2015-50,u,51,
Malaria cases,Gbonkolenken,Maraka MCHP,9999,2015-50,o,31,
Malaria cases,Gbonkolenken,Maraka MCHP,9999,2015-50,u,53,
Malaria cases,Gbonkolenken,Mathamp MCHP,9999,2015-50,o,10,
Malaria cases,Gbonkolenken,Mathamp MCHP,9999,2015-50,u,41,
Malaria cases,Gbonkolenken,Petifu Mayepoh MCHP,9999,2015-50,o,2,
Malaria cases,Gbonkolenken,Petifu Mayepoh MCHP,9999,2015-50,u,12,
Malaria cases,Gbonkolenken,Mansumana CHP,9999,2015-50,o,14,
Malaria cases,Gbonkolenken,Mansumana CHP,9999,2015-50,u,28,
Malaria cases,Gbonkolenken,Mabarr Polie MCHP,9999,2015-50,o,17,
Malaria cases,Gbonkolenken,Mabarr Polie MCHP,9999,2015-50,u,33,
Malaria cases,Gbonkolenken,Mafay MCHP,9999,2015-50,o,19,
Malaria cases,Gbonkolenken,Mafay MCHP,9999,2015-50,u,18,
Malaria cases,Gbonkolenken,Warrima (Gbonkolenken) MCHP,9999,2015-50,o,18,
Malaria cases,Gbonkolenken,Warrima (Gbonkolenken) MCHP,9999,2015-50,u,25,
Malaria cases,Gbonkolenken,Manowo (Gbonkolenken) CHC,9999,2015-50,o,9,
Malaria cases,Gbonkolenken,Manowo (Gbonkolenken) CHC,9999,2015-50,u,38,
Malaria cases,Kholifa Mabang,Mamanso Kafla MCHP,9999,2015-50,o,6,
Malaria cases,Kholifa Mabang,Mamanso Kafla MCHP,9999,2015-50,u,41,
Malaria cases,Malal Mara,Mara CHC,9999,2015-50,o,30,
Malaria cases,Malal Mara,Mara CHC,9999,2015-50,u,28,
Malaria cases,Malal Mara,Manewa MCHP,9999,2015-50,o,29,
Malaria cases,Malal Mara,Manewa MCHP,9999,2015-50,u,20,
Malaria cases,Malal Mara,Rochen Malal CHP,9999,2015-50,o,13,
Malaria cases,Malal Mara,Rochen Malal CHP,9999,2015-50,u,54,
Malaria cases,Malal Mara,Kiampkakolo MCHP,9999,2015-50,o,10,
Malaria cases,Malal Mara,Kiampkakolo MCHP,9999,2015-50,u,36,
Malaria cases,Yoni,Hinistas CHC,9999,2015-50,o,7,
Malaria cases,Yoni,Hinistas CHC,9999,2015-50,u,53,
Malaria cases,Yoni,Magboki Road Mile 91 CHP,9999,2015-50,o,28,
Malaria cases,Yoni,Magboki Road Mile 91 CHP,9999,2015-50,u,21,
Malaria cases,Yoni,Makeni-Rokfullah MCHP,9999,2015-50,o,15,
Malaria cases,Yoni,Makeni-Rokfullah MCHP,9999,2015-50,u,25,
Malaria cases,Yoni,Mathoir CHC,9999,2015-50,o,6,
Malaria cases,Yoni,Mathoir CHC,9999,2015-50,u,21,
Malaria cases,Yoni,Rokimbi MCHP,9999,2015-50,o,6,
Malaria cases,Yoni,Rokimbi MCHP,9999,2015-50,u,49,
Malaria cases,Yoni,Masengbeh CHP,9999,2015-50,o,10,
Malaria cases,Yoni,Masengbeh CHP,9999,2015-50,u,27,
Malaria tested,Kholifa Rowalla,Magburaka Government Hospital,9999,2015-50,o,14,
Malaria tested,Kholifa Rowalla,Magburaka Government Hospital,9999,2015-50,u,15,
Malaria tested,Kholifa Rowalla,Masanga Leprosy Hospital,9999,2015-50,o,3,
Malaria tested,Kholifa Rowalla,Masanga Leprosy Hospital,9999,2015-50,u,12,
Malaria tested,Kholifa Rowalla,Magburaka MCHP,9999,2015-50,o,,
Malaria tested,Kholifa Rowalla,Magburaka MCHP,9999,2015-50,u,79,
Malaria tested,Kholifa Rowalla,Mabai (Kholifa Rowalla) MCHP,9999,2015-50,o,23,
Malaria tested,Kholifa Rowalla,Mabai (Kholifa Rowalla) MCHP,9999,2015-50,u,12,
Malaria tested,Kholifa Rowalla,Masanga MCHP,9999,2015-50,o,14,
Malaria tested,Kholifa Rowalla,Masanga MCHP,9999,2015-50,u,12,
Malaria tested,Kholifa Rowalla,Mayossoh MCHP,9999,2015-50,o,13,
Malaria tested,Kholifa Rowalla,Mayossoh MCHP,9999,2015-50,u,19,
Malaria tested,Kholifa Rowalla,Malone MCHP,9999,2015-50,o,13,
Malaria tested,Kholifa Rowalla,Malone MCHP,9999,2015-50,u,34,
Malaria tested,Kholifa Rowalla,Mabom CHC,9999,2015-50,o,8,
Malaria tested,Kholifa Rowalla,Mabom CHC,9999,2015-50,u,10,
Malaria tested,Kholifa Rowalla,Magbass CHP,9999,2015-50,o,7,
Malaria tested,Kholifa Rowalla,Magbass CHP,9999,2015-50,u,13,
Malaria tested,Kholifa Rowalla,Mamuntha MCHP,9999,2015-50,o,52,
Malaria tested,Kholifa Rowalla,Mamuntha MCHP,9999,2015-50,u,64,
Malaria tested,Kafe Simira,Mabontor CHP,9999,2015-50,o,10,
Malaria tested,Kafe Simira,Mabontor CHP,9999,2015-50,u,16,
Malaria tested,Kafe Simira,Mayassoh MCHP,9999,2015-50,o,11,
Malaria tested,Kafe Simira,Mayassoh MCHP,9999,2015-50,u,15,
Malaria tested,Kalansogoia,Kathombo CHP,9999,2015-50,o,,
Malaria tested,Kalansogoia,Kathombo CHP,9999,2015-50,u,16,
Malaria tested,Kalansogoia,Kemedugu MCHP,9999,2015-50,o,5,
Malaria tested,Kalansogoia,Kemedugu MCHP,9999,2015-50,u,32,
Malaria tested,Kalansogoia,Kamasaypana MCHP,9999,2015-50,o,50,
Malaria tested,Kalansogoia,Kamasaypana MCHP,9999,2015-50,u,40,
Malaria tested,Sambaya Bendugu,Bendugu (Sambaya Bendugu) CHC,9999,2015-50,o,9,
Malaria tested,Sambaya Bendugu,Bendugu (Sambaya Bendugu) CHC,9999,2015-50,u,16,
Malaria tested,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-50,o,18,
Malaria tested,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-50,u,25,
Malaria tested,Tane,Matotoka CHC,9999,2015-50,o,3,
Malaria tested,Tane,Matotoka CHC,9999,2015-50,u,20,
Malaria tested,Tane,Mathonkara MCHP,9999,2015-50,o,11,
Malaria tested,Tane,Mathonkara MCHP,9999,2015-50,u,25,
Malaria tested,Tane,Makrugbeh CHP,9999,2015-50,o,18,
Malaria tested,Tane,Makrugbeh CHP,9999,2015-50,u,25,
Malaria tested,Tane,Mathufulie MCHP,9999,2015-50,o,7,
Malaria tested,Tane,Mathufulie MCHP,9999,2015-50,u,20,
Malaria tested,Tane,Rosengbeh MCHP,9999,2015-50,o,5,
Malaria tested,Tane,Rosengbeh MCHP,9999,2015-50,u,11,
Malaria tested,Tane,Mangaybana CHP,9999,2015-50,o,3,
Malaria tested,Tane,Mangaybana CHP,9999,2015-50,u,10,
Malaria tested,Tane,Masankoro MCHP,9999,2015-50,o,3,
Malaria tested,Tane,Masankoro MCHP,9999,2015-50,u,3,
Malaria tested,Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-50,o,10,
Malaria tested,Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-50,u,28,
Malaria tested,Kunike Barina,Wonkibor MCHP,9999,2015-50,o,5,
Malaria tested,Kunike Barina,Wonkibor MCHP,9999,2015-50,u,15,
Malaria tested,Kunike Barina,Makoni Line MCHP,9999,2015-50,o,,
Malaria tested,Kunike Barina,Makoni Line MCHP,9999,2015-50,u,8,
Malaria tested,Kunike Barina,Mapamurie MCHP,9999,2015-50,o,12,
Malaria tested,Kunike Barina,Mapamurie MCHP,9999,2015-50,u,20,
Malaria tested,Kunike,Masingbi CHC,9999,2015-50,o,2,
Malaria tested,Kunike,Masingbi CHC,9999,2015-50,u,21,
Malaria tested,Kunike,Mafulka MCHP,9999,2015-50,o,18,
Malaria tested,Kunike,Mafulka MCHP,9999,2015-50,u,22,
Malaria tested,Kunike,Petifuline MCHP,9999,2015-50,o,4,
Malaria tested,Kunike,Petifuline MCHP,9999,2015-50,u,9,
Malaria tested,Kunike,Masiaka (Kunike) MCHP,9999,2015-50,o,10,
Malaria tested,Kunike,Masiaka (Kunike) MCHP,9999,2015-50,u,22,
Malaria tested,Kunike,Matholey MCHP,9999,2015-50,o,15,
Malaria tested,Kunike,Matholey MCHP,9999,2015-50,u,20,
Malaria tested,Kunike,Fothaneh Bana MCHP,9999,2015-50,o,17,
Malaria tested,Kunike,Fothaneh Bana MCHP,9999,2015-50,u,24,
Malaria tested,Kunike,Magbanto Bana MCHP,9999,2015-50,o,10,
Malaria tested,Kunike,Magbanto Bana MCHP,9999,2015-50,u,39,
Malaria tested,Kunike,Maconteh Tama MCHP,9999,2015-50,o,6,
Malaria tested,Kunike,Maconteh Tama MCHP,9999,2015-50,u,18,
Malaria tested,Gbonkolenken,Lion Heart Medical Centre,9999,2015-50,o,35,
Malaria tested,Gbonkolenken,Lion Heart Medical Centre,9999,2015-50,u,5,
Malaria tested,Gbonkolenken,Yele CHC,9999,2015-50,o,14,
Malaria tested,Gbonkolenken,Yele CHC,9999,2015-50,u,32,
Malaria tested,Gbonkolenken,Mayepoh CHP,9999,2015-50,o,20,
Malaria tested,Gbonkolenken,Mayepoh CHP,9999,2015-50,u,20,
Malaria tested,Gbonkolenken,Makonkorie CHP,9999,2015-50,o,8,
Malaria tested,Gbonkolenken,Makonkorie CHP,9999,2015-50,u,12,
Malaria tested,Gbonkolenken,Yeben MCHP,9999,2015-50,o,12,
Malaria tested,Gbonkolenken,Yeben MCHP,9999,2015-50,u,51,
Malaria tested,Gbonkolenken,Maraka MCHP,9999,2015-50,o,31,
Malaria tested,Gbonkolenken,Maraka MCHP,9999,2015-50,u,53,
Malaria tested,Gbonkolenken,Mathamp MCHP,9999,2015-50,o,10,
Malaria tested,Gbonkolenken,Mathamp MCHP,9999,2015-50,u,41,
Malaria tested,Gbonkolenken,Petifu Mayepoh MCHP,9999,2015-50,o,2,
Malaria tested,Gbonkolenken,Petifu Mayepoh MCHP,9999,2015-50,u,12,
Malaria tested,Gbonkolenken,Mansumana CHP,9999,2015-50,o,14,
Malaria tested,Gbonkolenken,Mansumana CHP,9999,2015-50,u,28,
Malaria tested,Gbonkolenken,Mabarr Polie MCHP,9999,2015-50,o,17,
Malaria tested,Gbonkolenken,Mabarr Polie MCHP,9999,2015-50,u,33,
Malaria tested,Gbonkolenken,Mafay MCHP,9999,2015-50,o,19,
Malaria tested,Gbonkolenken,Mafay MCHP,9999,2015-50,u,18,
Malaria tested,Gbonkolenken,Warrima (Gbonkolenken) MCHP,9999,2015-50,o,18,
Malaria tested,Gbonkolenken,Warrima (Gbonkolenken) MCHP,9999,2015-50,u,25,
Malaria tested,Gbonkolenken,Manowo (Gbonkolenken) CHC,9999,2015-50,o,9,
Malaria tested,Gbonkolenken,Manowo (Gbonkolenken) CHC,9999,2015-50,u,38,
Malaria tested,Kholifa Mabang,Mamanso Kafla MCHP,9999,2015-50,o,6,
Malaria tested,Kholifa Mabang,Mamanso Kafla MCHP,9999,2015-50,u,41,
Malaria tested,Malal Mara,Mara CHC,9999,2015-50,o,30,
Malaria tested,Malal Mara,Mara CHC,9999,2015-50,u,28,
Malaria tested,Malal Mara,Manewa MCHP,9999,2015-50,o,29,
Malaria tested,Malal Mara,Manewa MCHP,9999,2015-50,u,20,
Malaria tested,Malal Mara,Rochen Malal CHP,9999,2015-50,o,13,
Malaria tested,Malal Mara,Rochen Malal CHP,9999,2015-50,u,54,
Malaria tested,Malal Mara,Kiampkakolo MCHP,9999,2015-50,o,10,
Malaria tested,Malal Mara,Kiampkakolo MCHP,9999,2015-50,u,36,
Malaria tested,Yoni,Hinistas CHC,9999,2015-50,o,7,
Malaria tested,Yoni,Hinistas CHC,9999,2015-50,u,53,
Malaria tested,Yoni,Magboki Road Mile 91 CHP,9999,2015-50,o,28,
Malaria tested,Yoni,Magboki Road Mile 91 CHP,9999,2015-50,u,21,
Malaria tested,Yoni,Makeni-Rokfullah MCHP,9999,2015-50,o,15,
Malaria tested,Yoni,Makeni-Rokfullah MCHP,9999,2015-50,u,25,
Malaria tested,Yoni,Mathoir CHC,9999,2015-50,o,6,
Malaria tested,Yoni,Mathoir CHC,9999,2015-50,u,21,
Malaria tested,Yoni,Rokimbi MCHP,9999,2015-50,o,6,
Malaria tested,Yoni,Rokimbi MCHP,9999,2015-50,u,49,
Malaria tested,Yoni,Masengbeh CHP,9999,2015-50,o,10,
Malaria tested,Yoni,Masengbeh CHP,9999,2015-50,u,27,
Malaria Positive,Kholifa Rowalla,Magburaka Government Hospital,9999,2015-50,o,14,
Malaria Positive,Kholifa Rowalla,Magburaka Government Hospital,9999,2015-50,u,15,
Malaria Positive,Kholifa Rowalla,Masanga Leprosy Hospital,9999,2015-50,o,2,
Malaria Positive,Kholifa Rowalla,Masanga Leprosy Hospital,9999,2015-50,u,7,
Malaria Positive,Kholifa Rowalla,Magburaka MCHP,9999,2015-50,o,,
Malaria Positive,Kholifa Rowalla,Magburaka MCHP,9999,2015-50,u,34,
Malaria Positive,Kholifa Rowalla,Mabai (Kholifa Rowalla) MCHP,9999,2015-50,o,23,
Malaria Positive,Kholifa Rowalla,Mabai (Kholifa Rowalla) MCHP,9999,2015-50,u,12,
Malaria Positive,Kholifa Rowalla,Masanga MCHP,9999,2015-50,o,12,
Malaria Positive,Kholifa Rowalla,Masanga MCHP,9999,2015-50,u,12,
Malaria Positive,Kholifa Rowalla,Mayossoh MCHP,9999,2015-50,o,6,
Malaria Positive,Kholifa Rowalla,Mayossoh MCHP,9999,2015-50,u,12,
Malaria Positive,Kholifa Rowalla,Malone MCHP,9999,2015-50,o,6,
Malaria Positive,Kholifa Rowalla,Malone MCHP,9999,2015-50,u,26,
Malaria Positive,Kholifa Rowalla,Mabom CHC,9999,2015-50,o,8,
Malaria Positive,Kholifa Rowalla,Mabom CHC,9999,2015-50,u,10,
Malaria Positive,Kholifa Rowalla,Magbass CHP,9999,2015-50,o,5,
Malaria Positive,Kholifa Rowalla,Magbass CHP,9999,2015-50,u,9,
Malaria Positive,Kholifa Rowalla,Mamuntha MCHP,9999,2015-50,o,35,
Malaria Positive,Kholifa Rowalla,Mamuntha MCHP,9999,2015-50,u,51,
Malaria Positive,Kafe Simira,Mabontor CHP,9999,2015-50,o,9,
Malaria Positive,Kafe Simira,Mabontor CHP,9999,2015-50,u,12,
Malaria Positive,Kafe Simira,Mayassoh MCHP,9999,2015-50,o,8,
Malaria Positive,Kafe Simira,Mayassoh MCHP,9999,2015-50,u,15,
Malaria Positive,Kalansogoia,Kathombo CHP,9999,2015-50,o,,
Malaria Positive,Kalansogoia,Kathombo CHP,9999,2015-50,u,14,
Malaria Positive,Kalansogoia,Kemedugu MCHP,9999,2015-50,o,5,
Malaria Positive,Kalansogoia,Kemedugu MCHP,9999,2015-50,u,32,
Malaria Positive,Kalansogoia,Kamasaypana MCHP,9999,2015-50,o,28,
Malaria Positive,Kalansogoia,Kamasaypana MCHP,9999,2015-50,u,19,
Malaria Positive,Sambaya Bendugu,Bendugu (Sambaya Bendugu) CHC,9999,2015-50,o,9,
Malaria Positive,Sambaya Bendugu,Bendugu (Sambaya Bendugu) CHC,9999,2015-50,u,16,
Malaria Positive,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-50,o,14,
Malaria Positive,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-50,u,20,
Malaria Positive,Tane,Matotoka CHC,9999,2015-50,o,3,
Malaria Positive,Tane,Matotoka CHC,9999,2015-50,u,20,
Malaria Positive,Tane,Mathonkara MCHP,9999,2015-50,o,2,
Malaria Positive,Tane,Mathonkara MCHP,9999,2015-50,u,14,
Malaria Positive,Tane,Makrugbeh CHP,9999,2015-50,o,18,
Malaria Positive,Tane,Makrugbeh CHP,9999,2015-50,u,25,
Malaria Positive,Tane,Mathufulie MCHP,9999,2015-50,o,6,
Malaria Positive,Tane,Mathufulie MCHP,9999,2015-50,u,15,
Malaria Positive,Tane,Rosengbeh MCHP,9999,2015-50,o,5,
Malaria Positive,Tane,Rosengbeh MCHP,9999,2015-50,u,11,
Malaria Positive,Tane,Mangaybana CHP,9999,2015-50,o,3,
Malaria Positive,Tane,Mangaybana CHP,9999,2015-50,u,10,
Malaria Positive,Tane,Masankoro MCHP,9999,2015-50,o,2,
